1.210692013397242732e+02,4.843926321833367155e+01
1.209012582266531695e+02,5.481100512211259002e+01
1.205545909409709395e+02,5.946309579733088668e+01
1.200261149818129240e+02,6.067177329374624151e+01
1.191096716108847033e+02,6.212291639627634510e+01
1.188040049308865775e+02,6.097093739002792034e+01
1.173008207983063471e+02,3.024022698153745381e+01
1.194337015301613718e+02,3.704238036721398686e+01
1.199277452077405286e+02,2.231992785276160873e+01
1.216100038163889252e+02,3.738932661489635478e+01
1.228777513053635033e+02,3.374832113832104596e+01
1.252849327872897049e+02,3.435569341681531341e+01
1.266415365579915289e+02,2.784197385177810702e+01
1.299405536925676472e+02,3.486669649777660140e+01
1.309371379888426929e+02,4.943919783484736996e+01
1.296347870910370261e+02,6.424589913608616598e+01
1.326537852979600984e+02,9.925024605225395646e+01
1.363412959809010658e+02,1.154800763504607772e+02
1.379443237027074645e+02,1.218598221472151124e+02
1.386095946289986216e+02,1.297768942961778009e+02
1.393942946567154024e+02,1.238948429739652255e+02
1.374313841159769822e+02,1.086851427795797917e+02
1.325868474188672224e+02,1.018562667768075869e+02
1.239698847642961681e+02,1.006483728895350680e+02
1.038383534296202271e+02,1.080939113563226925e+02
9.725625842493930406e+01,1.229307245810011295e+02
9.725981998837892206e+01,1.292006616171154576e+02
8.838941169718853530e+01,1.312205188636466460e+02
7.954978610579176745e+01,1.280236078337383674e+02
5.974585836117280735e+01,1.317176038496854176e+02
4.507425310504193305e+01,1.254952529741345728e+02
3.465356437665358413e+01,1.203089082731506778e+02
2.259902988809528424e+01,1.206846829771976815e+02
1.566255995376806887e+01,1.117617926949286158e+02
1.271516255344754676e+01,1.062796943042597633e+02
1.166197407925620411e+01,1.058187991465762821e+02
1.619280518218981868e+01,1.082305905879418191e+02
1.826796218292109941e+01,1.126800519925694459e+02
2.378480457821233784e+01,1.121574854810713333e+02
2.444638648735885056e+01,1.126279316686233045e+02
2.724955370614014782e+01,1.078028878688512435e+02
2.742798724198935645e+01,1.167478043304357413e+02
3.160734184389776402e+01,1.163324085630548126e+02
4.430528082564708114e+01,1.161193545165080820e+02
5.766427150678917002e+01,1.139563581132916994e+02
7.565549790600705649e+01,1.135142869665527030e+02
7.796970580147078067e+01,1.029848430952785634e+02
8.243828539717358694e+01,1.023135189483344050e+02
7.722190826719956647e+01,1.049843531731396382e+02
7.317444153877011104e+01,9.838902821819439737e+01
6.040648676584442001e+01,9.765304681793433872e+01
5.325263052081992043e+01,1.133393354326786095e+02
4.535692449709958396e+01,1.173351896173585800e+02
3.085058338903840536e+01,1.262974647598154121e+02
1.717290654139890549e+01,1.232676656346588402e+02
1.205177267922804596e+01,1.146627433742000193e+02
1.821586518469526439e+01,1.013715584708390196e+02
2.419752756105639691e+01,9.472426786959741207e+01
2.972636589226228665e+01,8.837841150539586010e+01
3.780113552021350642e+01,8.617862486822936319e+01
4.748517644922594627e+01,8.592853742563282538e+01
6.265812664370306351e+01,8.182603367731785227e+01
8.527630723210300800e+01,8.293135924625502753e+01
1.226944275347273532e+02,6.851473085908200744e+01
1.321330550659341441e+02,7.597633132648327603e+01
1.245298183560220338e+02,8.073070175236665591e+01
1.167105239291162206e+02,8.875926218974686321e+01
1.154414660771804222e+02,9.428943661524327524e+01
1.048157503601243263e+02,1.021385941019883887e+02
1.080915304055660897e+02,1.062499610987243841e+02
1.157688546616675751e+02,1.106254019991203137e+02
1.170259620438759356e+02,1.147756223830709246e+02
1.110709897584609678e+02,1.183965052265752718e+02
1.017082658642015787e+02,1.180602493741610886e+02
9.293938281404338397e+01,1.241566893952832231e+02
8.644827289279848515e+01,1.319195534024862297e+02
8.837189381185939396e+01,1.301891434939172996e+02
8.610544958999976473e+01,1.319078829183373216e+02
9.616140433351291961e+01,1.320946484829485428e+02
1.088529862403623838e+02,1.308597874190427319e+02
1.133685419513576704e+02,1.306714074544220239e+02
1.114835256700327051e+02,1.314258756857596495e+02
1.112877610745269124e+02,1.308736764387730602e+02
1.087323445203692955e+02,1.295825200366732020e+02
1.079808657618744974e+02,1.318021421726712674e+02
1.108794262073201651e+02,1.317535567609453153e+02
1.218578695198197863e+02,1.296033281589145361e+02
1.344228905768106870e+02,1.310635962622601767e+02
1.408034376352626680e+02,1.263154748720171199e+02
1.427996821227796147e+02,1.226794447141900548e+02
1.391609484877497778e+02,1.226749679367694341e+02
1.363463553901981413e+02,1.177661771597309723e+02
1.352831916718811271e+02,1.172249514252829812e+02
1.352925662345120088e+02,1.155450046737986582e+02
1.354414842958296674e+02,1.140771553454472667e+02
1.375532315762546602e+02,1.122779776967043546e+02
1.372795916799202871e+02,1.048652113706140625e+02
1.397854838182636001e+02,9.512736751279065572e+01
1.368032580787093764e+02,7.969759349535361537e+01
1.363970324906483427e+02,6.282153365583140925e+01
1.329197841550882231e+02,5.397272066324439521e+01
1.312220565306980973e+02,4.397053639798996727e+01
1.346920542781643348e+02,3.139496184645383892e+01
1.333240861797410162e+02,3.125186813836867827e+01
1.263837239482776056e+02,2.580987370415685689e+01
1.167827436650577368e+02,2.167033665933287523e+01
9.986569730085717822e+01,1.850575503295375768e+01
8.753045241197663984e+01,1.599517240430301079e+01
7.882824024041354960e+01,1.735123098839440559e+01
5.906406147336286239e+01,1.987720759609061361e+01
4.227605797221093553e+01,2.349932901951952857e+01
2.480191543945733201e+01,3.683397152489006743e+01
1.683972630307243890e+01,7.506805167501211429e+01
8.870059497636288981e+00,8.896686661059258938e+01
7.112830820038539947e+00,1.027142042741531611e+02
6.871113634469836029e+00,1.162753960861731741e+02
8.817342343432848395e+00,1.178494764636600536e+02
7.703378526134444293e+00,1.190749613705784640e+02
8.437949157472175443e+00,1.191718910403870240e+02
1.260334944932107604e+01,1.186789456538081282e+02
1.859205385135557620e+01,1.110815173395351678e+02
3.017886463156503751e+01,9.947587423302564957e+01
8.147282021211771053e+01,8.865554035274595890e+01
1.341702288372419218e+02,8.613414005518752958e+01
1.395848825285245027e+02,8.730746111436498325e+01
1.407106396108235629e+02,8.130766305446290687e+01
1.353318499713639369e+02,7.917723680965494282e+01
1.318412339657182599e+02,8.361925277197099149e+01
1.246754507451065876e+02,8.409535482511284954e+01
1.095559065763603712e+02,8.061487194557089708e+01
8.115718008343537804e+01,8.064859104926335931e+01
7.082890581326242341e+01,8.087563215637435121e+01
5.994703540032499944e+01,7.375298146179582659e+01
4.864271241970011062e+01,7.004256180491273653e+01
4.188877137478340984e+01,7.099768374840085983e+01
4.682890068583670029e+01,6.989690775101166764e+01
5.510469344332619812e+01,6.012051814539698569e+01
6.787645357514529110e+01,6.133512924938902700e+01
8.607652266553408538e+01,5.259351810152291762e+01
1.245491762669262386e+02,4.477253365414802744e+01
1.339829063528091240e+02,4.096055558745067771e+01
1.387181486748275177e+02,3.767243553777686316e+01
1.395387941916768000e+02,4.183257339735504843e+01
1.376350132779836599e+02,4.730781667974539317e+01
