2.61305571e+00	-1.80903852e+00	-9.31559086e+00	1.95476877e-02	-2.29685327e-01	1.42942458e-01	-7.33029793e+00	-5.94279720e+00	-7.35366822e-01	-1.72991941e-02	1.29602603e-01	-5.31134186e-01	-5.40928536e+00	-7.33175102e+00	-3.73279289e+00	-7.37833331e-01	3.16906856e-02	-6.98906423e-01	6.09871707e+00	-1.29142683e+00	-7.91919647e+00	-6.14303137e-01	-7.65753785e-02	3.27329547e-02	6.51050249e+00	-7.40868219e+00	2.75619180e+00	-2.73901369e-01	1.50328194e-01	3.28219319e-01
2.31633496e+00	-1.44292355e+00	-9.17440987e+00	-2.56563405e-02	-3.82401636e-01	9.40732444e-02	-7.39832849e+00	-6.19228435e+00	-6.16288783e-01	-6.20937414e-02	-1.26036040e-01	-5.75066008e-01	-5.12943183e+00	-7.53108410e+00	-3.77707446e+00	-6.25053934e-01	2.92321728e-02	-7.58268918e-01	6.48366835e+00	-1.03675372e+00	-7.94520283e+00	-8.44573219e-01	-1.51615731e-01	7.62207464e-02	6.41021895e+00	-7.58508327e+00	2.73019337e+00	-4.20993240e-01	1.75593036e-01	3.63981861e-01
1.99329245e+00	-1.35677886e+00	-8.89443970e+00	-3.90953754e-02	-4.75253147e-01	1.09955746e-01	-7.58502941e+00	-6.13592465e+00	-5.64533914e-01	-7.83552992e-02	-3.55683048e-01	-6.43494280e-01	-5.17120532e+00	-7.61283132e+00	-3.95085972e+00	-4.46593461e-01	-1.53814971e-01	-8.33971200e-01	6.73138343e+00	-6.77437684e-01	-7.97992662e+00	-1.05482975e+00	-3.07215180e-01	1.26641304e-01	6.25226937e+00	-7.84426431e+00	2.64849086e+00	-6.11398777e-01	2.40375268e-01	4.12714494e-01
1.60564137e+00	-1.31370652e+00	-9.12894440e+00	2.19911484e-02	-5.26565837e-01	1.42942458e-01	-7.85658978e+00	-5.98171097e+00	-5.20596754e-01	-4.68645543e-02	-4.41813041e-01	-7.57934881e-01	-5.43244008e+00	-7.63306276e+00	-3.93956607e+00	-3.02562026e-01	-2.13372924e-01	-9.24155419e-01	6.83108766e+00	-2.85030481e-01	-7.94231402e+00	-1.19069629e+00	-5.79279461e-01	1.78417469e-01	6.09393976e+00	-7.93881274e+00	2.52144821e+00	-7.97435113e-01	3.75802601e-01	5.23930999e-01
1.39745831e+00	-1.22277606e+00	-9.13612270e+00	7.94124843e-02	-5.82765427e-01	1.79594379e-01	-7.87791880e+00	-5.86401044e+00	-4.31632318e-01	9.65075431e-03	-3.98446270e-01	-8.03076114e-01	-5.20183177e+00	-7.57803621e+00	-3.65793627e+00	-2.67021460e-01	-1.30135758e-01	-9.29338633e-01	6.54191455e+00	8.26337655e-02	-7.87697323e+00	-1.25150876e+00	-8.87110141e-01	2.39183730e-01	6.07651054e+00	-8.00394299e+00	2.41798699e+00	-9.82885865e-01	5.57771356e-01	7.06513641e-01
1.08877313e+00	-1.08159447e+00	-9.29884052e+00	9.28515192e-02	-6.82947355e-01	1.86924764e-01	-7.49856943e+00	-5.94662611e+00	-2.79182015e-01	2.08302114e-01	-1.71992409e-01	-7.96140337e-01	-4.93762466e+00	-7.69645941e+00	-3.57080478e+00	-2.96049407e-01	-3.72260810e-02	-9.04139040e-01	5.88527593e+00	4.73211483e-01	-7.85868070e+00	-1.26347593e+00	-1.11352738e+00	3.06583394e-01	6.00257147e+00	-8.10780261e+00	2.24396723e+00	-1.13131808e+00	7.10110590e-01	8.95820809e-01
8.51875305e-01	-1.43813777e+00	-9.36344910e+00	1.29503432e-01	-7.04938474e-01	2.16246300e-01	-7.14890489e+00	-6.54818214e+00	1.31153983e-01	2.63311985e-01	-4.52269253e-02	-7.91244384e-01	-4.65835325e+00	-7.74984498e+00	-3.22252221e+00	-5.06363203e-01	1.93983103e-01	-8.93334266e-01	5.21978657e+00	7.15228474e-01	-7.87346544e+00	-1.28695211e+00	-1.16895723e+00	3.44437959e-01	5.81113958e+00	-8.12671631e+00	2.17163742e+00	-1.24879040e+00	8.25791559e-01	1.07342105e+00
8.18374574e-01	-1.73007250e+00	-9.31798458e+00	2.55341672e-01	-7.19599243e-01	2.50454754e-01	-7.04578458e+00	-7.24669578e+00	4.20964423e-01	-4.95459862e-02	-1.17044532e-01	-7.72582032e-01	-4.28635659e+00	-7.89721683e+00	-2.65479585e+00	-5.89573947e-01	4.15790968e-01	-8.24195076e-01	4.72792167e+00	1.04656519e+00	-7.73371299e+00	-1.33452990e+00	-1.06880280e+00	3.32179620e-01	5.52913528e+00	-8.25458916e+00	1.87624127e+00	-1.35956306e+00	9.13022046e-01	1.22669992e+00
6.77192986e-01	-1.54103279e+00	-9.44002247e+00	1.82037846e-01	-6.40186775e-01	2.80998016e-01	-6.92769922e+00	-7.25918454e+00	2.81811497e-01	-2.95815021e-01	-8.88618198e-02	-6.68344422e-01	-3.46682714e+00	-8.31872468e+00	-2.58453720e+00	-5.69615636e-01	5.09258504e-01	-6.35331845e-01	4.47600576e+00	1.86973022e+00	-7.51695332e+00	-1.36988867e+00	-9.87844582e-01	2.33412499e-01	5.23410467e+00	-8.49226241e+00	1.64624848e+00	-1.48631806e+00	9.74237651e-01	1.34029044e+00
2.91934788e-01	-1.24909806e+00	-9.59077549e+00	2.13802833e-01	-5.92539294e-01	2.70002440e-01	-6.68328178e+00	-6.86851301e+00	-2.96456578e-01	-1.21630975e-01	8.02531129e-02	-4.89376288e-01	-2.89784617e+00	-8.23255333e+00	-3.02006188e+00	-5.64699977e-01	3.74646929e-01	-4.83300317e-01	4.21716547e+00	2.37770840e+00	-7.51163458e+00	-1.30839649e+00	-8.90193322e-01	1.10581843e-01	4.94438932e+00	-8.53653510e+00	1.45318253e+00	-1.60180035e+00	9.76363887e-01	1.42729621e+00
