3.06292236e-01	-2.48862433e+00	-9.16723061e+00	-5.00909517e-02	2.44346096e-03	1.83259563e-02	-6.41675883e+00	-4.06139146e+00	-6.28181388e+00	-1.54198094e-01	-2.43715408e-02	6.47126244e-02	-1.95957322e+00	3.90622271e+00	-9.04684519e+00	1.19887211e-01	5.87513109e-02	1.80300625e-01	3.09491589e+00	3.89536588e+00	-7.43715037e+00	-2.61688534e+00	8.47171477e-03	2.67591593e-01	5.92685090e+00	-5.27477349e+00	-5.22593729e+00	5.45904389e-01	-4.97917290e-01	1.69490253e-01
2.91934788e-01	-2.24694061e+00	-9.23901844e+00	-2.07694191e-02	-8.06342094e-02	0.00000000e+00	-6.39359875e+00	-3.75200488e+00	-6.23539702e+00	-7.46928706e-02	-5.67359686e-02	1.48493302e-02	-1.87546302e+00	3.51913860e+00	-9.00196377e+00	1.41460162e-01	6.84169080e-02	1.32482842e-01	3.56599058e+00	4.05466120e+00	-6.99162899e+00	-2.73255140e+00	7.51201497e-02	3.14745321e-01	5.42680622e+00	-5.67467058e+00	-5.60553024e+00	4.97297704e-01	-6.59637759e-01	1.11993245e-01
4.57045436e-01	-2.22061872e+00	-8.99972725e+00	0.00000000e+00	-3.78736461e-02	-1.83259563e-02	-6.34497196e+00	-3.81059408e+00	-6.22781661e+00	5.65713242e-02	1.80081903e-02	-2.79748773e-02	-1.94370788e+00	3.54204942e+00	-8.94642720e+00	1.82501197e-01	8.28323262e-02	4.40961327e-02	3.88727857e+00	3.94536195e+00	-6.54520874e+00	-2.93646502e+00	-1.10895866e-01	3.39872576e-01	4.99664914e+00	-5.82690765e+00	-5.87155088e+00	3.84589208e-01	-4.22474477e-01	6.85677149e-02
6.62835538e-01	-2.41922998e+00	-8.94708347e+00	8.55211350e-03	-4.76474889e-02	-6.10865228e-03	-6.18401417e+00	-4.13842990e+00	-6.09665643e+00	7.84570566e-02	4.73531498e-02	-5.44866712e-02	-1.76666243e+00	3.44134036e+00	-9.09863205e+00	2.68523963e-01	1.07902948e-01	-3.04336503e-02	3.83411801e+00	4.01779988e+00	-6.19438442e+00	-3.22237237e+00	-5.41622668e-01	4.08370437e-01	5.07204901e+00	-5.57155005e+00	-5.40071503e+00	1.61581336e-01	-2.15720068e-01	9.40285093e-02
5.36011398e-01	-2.54366136e+00	-9.02604961e+00	-2.44346096e-03	-9.52949778e-02	0.00000000e+00	-5.93093470e+00	-4.27644200e+00	-6.07726828e+00	7.68987296e-02	3.81492928e-02	-8.15727280e-02	-1.76825764e+00	3.28280445e+00	-9.20045355e+00	3.67604369e-01	2.95466513e-03	-1.49192742e-01	3.26847882e+00	4.53059401e+00	-5.93855048e+00	-3.51006888e+00	-7.53767495e-01	5.59990831e-01	5.42902739e+00	-5.77059020e+00	-5.16826089e+00	1.06817651e-01	-1.87490550e-01	1.10967098e-01
4.45080906e-01	-2.58673358e+00	-9.06672859e+00	4.64257596e-02	-6.96386373e-02	-7.33038315e-03	-5.84061448e+00	-4.29049207e+00	-6.08937463e+00	9.50737905e-02	-1.66611846e-02	-1.21240553e-01	-1.80315822e+00	3.13766174e+00	-9.07052503e+00	4.20812702e-01	-1.67219937e-01	-2.93902078e-01	3.33373844e+00	5.13564078e+00	-5.66945128e+00	-3.79273130e+00	-5.39839608e-01	8.19356445e-01	5.30358294e+00	-6.18794115e+00	-5.02142225e+00	-8.54050790e-03	-2.52527430e-01	5.93052804e-02
4.25937653e-01	-2.61305571e+00	-9.15765953e+00	6.84169080e-02	-7.69690173e-02	-3.17649933e-02	-6.03622744e+00	-4.39493528e+00	-6.08599349e+00	1.39376820e-01	-1.82792330e-01	-1.29227783e-01	-2.17657999e+00	2.87041460e+00	-8.95389454e+00	5.00998860e-01	-3.10306834e-01	-4.84954655e-01	3.77700862e+00	6.59377651e+00	-6.17271910e+00	-3.93481854e+00	-3.66067536e-01	1.15169509e+00	4.87862975e+00	-6.28812340e+00	-4.94190487e+00	-7.43191889e-02	-1.75748199e-01	-8.12417432e-02
4.23544735e-01	-2.73748684e+00	-8.95665455e+00	3.66519126e-02	-4.76474889e-02	-5.37561396e-02	-6.13659306e+00	-4.59151911e+00	-6.06321405e+00	1.51494584e-01	-1.70324396e-01	-1.39975739e-01	-2.14761963e+00	2.20295013e+00	-8.91797656e+00	5.64218674e-01	-4.42630273e-01	-7.62729345e-01	3.17999367e+00	1.30489978e+01	-1.06408395e+01	-3.17427154e+00	-5.49171297e-01	1.26723999e+00	4.44292698e+00	-6.16169459e+00	-5.10694290e+00	-4.28918650e-02	-6.34611075e-02	-2.16112576e-01
4.97724891e-01	-2.78295207e+00	-8.99972725e+00	1.58824967e-02	-5.00909517e-02	-5.00909517e-02	-5.71100787e+00	-4.67523298e+00	-5.90626617e+00	1.37668789e-01	1.69927973e-02	-1.49593068e-01	-2.10459300e+00	2.52290589e+00	-8.71470724e+00	4.47289220e-01	-4.58899029e-01	-9.27820454e-01	3.24611896e+00	1.71720225e+01	-1.14935065e+01	1.25790602e-01	-7.61724125e-01	8.72338627e-01	4.35429510e+00	-5.46191110e+00	-6.15038694e+00	-3.14799028e-02	-1.03781412e-02	-2.25976711e-01
5.93441188e-01	-2.84516764e+00	-8.73650742e+00	4.64257596e-02	-2.32128798e-02	-2.32128798e-02	-5.65988872e+00	-4.72078170e+00	-5.87082496e+00	7.51226326e-02	-1.40708988e-01	-1.60921495e-01	-2.05176948e+00	2.54541185e+00	-8.21189128e+00	1.52613412e-01	-6.93856204e-02	-7.63931186e-01	3.08335990e+00	6.89338508e+00	-5.81167296e+00	1.88669801e+00	-1.12332887e+00	2.73121445e-01	4.26486724e+00	-2.47135448e+00	-8.10162930e+00	-2.79731791e-01	1.44376770e-01	-2.09079936e-01
