-1.50753215e-01	-1.95739877e+00	-9.14569473e+00	4.64257596e-02	3.11541278e-01	-5.74213317e-02	nan	nan	nan	nan	nan	nan	-2.98762985e+00	4.77259398e+00	-6.81420836e+00	-1.24747038e-02	8.24697801e-01	-6.70872432e-03	3.17942117e+00	2.29372952e+00	-6.55019169e+00	1.69905537e+00	6.20947487e-01	1.24940498e+00	2.12057948e+00	-1.09282262e+01	7.67548306e-01	2.24453498e+00	6.41203237e-01	-1.05331899e+00
-7.03514993e-01	-2.27086973e+00	-9.01408482e+00	-2.44346091e-02	2.77332824e-01	-1.09955742e-02	nan	nan	nan	nan	nan	nan	-2.72110156e+00	5.31701998e+00	-6.78404386e+00	-2.89416259e-01	8.95865062e-01	8.73897829e-02	5.04111822e+00	2.42474739e+00	-7.02543687e+00	1.17374720e+00	8.37500305e-01	1.50371041e+00	3.16713181e+00	-1.00844801e+01	1.00345826e+00	1.79149616e+00	7.24188765e-01	-1.21174778e+00
-1.10791647e+00	-2.32829952e+00	-8.97819138e+00	-3.90953754e-02	2.68780698e-01	-1.58824967e-02	nan	nan	nan	nan	nan	nan	-1.81351857e+00	5.26063834e+00	-6.97767001e+00	-4.70667128e-01	1.03803071e+00	2.34880791e-01	5.51596763e+00	1.91621167e+00	-7.53449165e+00	5.69963300e-01	9.24252276e-02	1.79324571e+00	3.00116903e+00	-1.02335824e+01	1.18588263e+00	1.61658232e+00	5.07494251e-01	-1.35132037e+00
-1.09834480e+00	-2.41205144e+00	-9.06672859e+00	-6.96386373e-02	2.48011287e-01	-3.54301833e-02	nan	nan	nan	nan	nan	nan	-9.02437798e-01	5.11377110e+00	-6.91317252e+00	-6.24286648e-01	1.06642415e+00	3.02971975e-01	5.16431912e+00	1.98686267e+00	-8.35282014e+00	-1.14984785e-01	-5.01508403e-01	2.07079217e+00	2.20793154e+00	-1.11803032e+01	1.53736698e+00	1.30904248e+00	5.66421621e-01	-1.40745890e+00
-9.18876708e-01	-2.34744287e+00	-9.03322792e+00	-5.98647945e-02	2.11359366e-01	-3.42084540e-02	nan	nan	nan	nan	nan	nan	-3.10498285e-01	5.42438983e+00	-6.99165360e+00	-5.80573190e-01	8.00418910e-01	2.57889832e-01	3.08295888e+00	3.62284293e+00	-8.98033304e+00	-4.46024235e-01	-7.46484130e-01	2.06355902e+00	2.54997532e+00	-1.11546393e+01	1.64428882e+00	7.07582748e-01	1.18186737e+00	-1.34269395e+00
-8.63839805e-01	-2.30437040e+00	-9.10022926e+00	-2.56563405e-02	1.50272843e-01	-3.05432619e-02	nan	nan	nan	nan	nan	nan	-7.03620934e-02	6.12125956e+00	-6.34133121e+00	-4.78576777e-01	6.12433483e-01	1.32134041e-01	2.10747610e+00	4.40572817e+00	-9.08997104e+00	-3.75277322e-01	-2.36003939e-01	1.29831662e+00	4.82683555e+00	-1.01810241e+01	2.03634050e+00	-7.66934589e-02	1.41437028e+00	-1.11795456e+00
-8.59054029e-01	-2.34504986e+00	-9.04997826e+00	1.71042270e-02	9.40732444e-02	-4.64257596e-02	nan	nan	nan	nan	nan	nan	2.34771006e+00	7.91981265e+00	-6.15992918e+00	-4.75569582e-02	6.90722593e-02	4.21198329e-01	6.51050580e+00	4.24288826e+00	-7.50555979e+00	-1.48805836e-01	1.05847444e+00	9.23048156e-01	5.66839612e+00	-9.29865568e+00	1.71470250e+00	-2.59671911e-01	8.90812639e-01	-8.72177259e-01
-8.94947648e-01	-2.42640877e+00	-9.00929928e+00	3.29867226e-02	6.10865238e-02	-7.57472922e-02	nan	nan	nan	nan	nan	nan	-1.19216766e+00	3.89237658e+00	-7.14120106e+00	1.86819352e-01	-1.20572176e+00	5.05632437e-01	7.27931840e+00	4.23645717e+00	-6.63286198e+00	-1.61691664e-01	-1.90818847e-01	8.14183491e-01	4.72674463e+00	-8.96174813e+00	2.70712716e-01	-2.15132656e-01	2.55132653e-01	-6.73512289e-01
-8.99733424e-01	-2.54844713e+00	-8.87529564e+00	4.27605675e-02	5.49778731e-02	-9.65167113e-02	nan	nan	nan	nan	nan	nan	-2.81396092e+00	5.84748226e+00	-7.62096147e+00	5.01540106e-02	-9.04877437e-01	2.04795399e-01	5.72241663e+00	4.06649080e+00	-6.47700153e+00	-4.13386608e-01	-5.07767790e-01	7.38549739e-01	4.22391090e+00	-9.28336565e+00	-3.29576570e-02	-2.61073794e-01	3.15930467e-01	-4.43649368e-01
-8.56661081e-01	-2.51016068e+00	-9.04040718e+00	3.66519157e-03	3.90953754e-02	-7.57472922e-02	nan	nan	nan	nan	nan	nan	-2.59193825e+00	4.83003133e+00	-7.97525508e+00	1.31897008e-01	-3.13648318e-01	-1.24074342e-02	4.82794221e+00	5.04730555e+00	-6.63024179e+00	-6.04562473e-01	-5.08126078e-01	4.75994468e-01	5.01471649e+00	-9.38499387e+00	-2.17723183e-01	-3.66623099e-01	6.29909981e-01	-1.37468908e-01
