-5.90837008e+00	-1.84017136e+00	-7.05544462e+00	9.93404869e-02	9.56495209e-02	-1.87436973e-03	-2.24063023e+00	2.93755491e+00	-8.39135208e+00	-1.18795137e-02	-1.23225637e-01	3.10974013e-04
-6.07007759e+00	-1.55702881e+00	-6.89400991e+00	-8.93165480e-04	-2.01135516e-01	6.55973251e-02	-2.88555228e+00	3.09076152e+00	-8.53357525e+00	-8.26562178e-02	-3.34921293e-01	-7.50503034e-04
-6.68140410e+00	-1.55290372e+00	-6.60864671e+00	2.86379579e-02	-2.76941963e-01	7.28386573e-02	-3.46811190e+00	3.07805740e+00	-8.60527763e+00	-7.28562496e-02	-2.59770282e-01	4.47416977e-02
-7.03990683e+00	-1.91183199e+00	-6.62105804e+00	9.89340817e-02	-1.09443625e-01	3.82714385e-02	-3.40756259e+00	2.98191168e+00	-8.59105808e+00	2.53910475e-02	1.31574157e-01	1.03202369e-01
-6.84448236e+00	-1.98306213e+00	-6.81411288e+00	5.10130183e-02	2.07872501e-01	3.98272947e-02	-2.84884466e+00	2.96949099e+00	-8.59117296e+00	6.77666097e-02	2.37807928e-01	9.26071976e-02
-6.22319668e+00	-1.66870737e+00	-6.86203649e+00	-1.20694116e-02	2.09391859e-01	5.73294111e-02	-2.61112407e+00	3.03612794e+00	-8.59735699e+00	5.54070283e-02	6.62902918e-02	1.43190949e-02
-6.12940238e+00	-1.49757507e+00	-6.79214471e+00	1.14285823e-02	-4.09792137e-02	5.29617076e-02	-2.71100271e+00	3.06316926e+00	-8.59095258e+00	2.50333651e-02	-1.83177283e-01	-2.47724062e-02
-6.44253579e+00	-1.63114186e+00	-6.76073604e+00	1.11696626e-01	-1.23663862e-01	1.77128182e-02	-2.97548524e+00	3.00728011e+00	-8.59992494e+00	1.95476877e-02	-2.00212263e-01	-7.25799272e-03
-6.82612319e+00	-1.88968175e+00	-6.83789636e+00	1.43684863e-01	-7.70227553e-02	8.88443178e-03	-3.01721671e+00	3.02768604e+00	-8.59381305e+00	1.98910605e-02	-5.64303296e-02	6.82934645e-02
-6.82145906e+00	-1.88666859e+00	-6.92686089e+00	7.87294161e-02	7.01860846e-02	4.95838614e-02	-2.88213227e+00	3.05205854e+00	-8.58823759e+00	2.81570461e-02	1.30027975e-01	1.36315834e-01
-6.41411499e+00	-1.76100586e+00	-6.84502225e+00	-2.59241375e-02	2.32650528e-01	7.37775338e-02	-2.64747985e+00	2.93836139e+00	-8.56866078e+00	4.08961431e-02	2.00051000e-01	1.58430224e-01
-5.99028999e+00	-1.73841191e+00	-6.82365426e+00	-5.33978650e-03	3.03649229e-01	6.32154957e-02	-2.48066750e+00	2.75452281e+00	-8.49081260e+00	3.97570228e-02	1.70763949e-01	1.49873056e-01
-5.77476850e+00	-1.84379698e+00	-6.89139829e+00	8.46257348e-02	2.65042084e-01	4.26096146e-02	-2.46174092e+00	2.61697139e+00	-8.47852575e+00	1.46375567e-02	2.47614412e-02	1.01565646e-01
-5.79600229e+00	-2.08501217e+00	-7.01177090e+00	8.90115302e-02	1.11200252e-01	2.71559261e-02	-2.55190241e+00	2.64981418e+00	-8.47637935e+00	-6.14932096e-02	-1.25739042e-01	4.20235970e-02
-6.10526282e+00	-2.07791621e+00	-7.05392826e+00	2.32981508e-02	-3.71043472e-02	3.38032389e-02	-2.65307927e+00	2.82880699e+00	-8.49972437e+00	-1.11306861e-01	-1.63117894e-01	1.90890711e-02
-6.30457119e+00	-1.92721973e+00	-6.89184248e+00	-4.89355837e-02	-1.13316470e-01	7.76671228e-02	-2.69841975e+00	2.89059420e+00	-8.51696885e+00	-9.41803477e-02	-1.35184092e-01	3.50182930e-02
