-4.46573956e+00	-1.73973059e+00	-8.08879403e+00	-2.41681927e-03	-4.39040905e-02	2.82217009e-02	-8.10626785e+00	2.96636993e+00	-4.47619073e+00	2.33353966e-02	-1.05500709e-01	-4.37363741e-03
-4.48662775e+00	-1.64904188e+00	-8.15250481e+00	-2.79792017e-04	-4.01608297e-02	1.91107609e-02	-8.18140907e+00	2.99688100e+00	-4.44765926e+00	6.99957224e-03	-1.48781248e-01	-5.51568507e-03
-4.48081944e+00	-1.63686735e+00	-8.17579204e+00	2.38333702e-02	-3.16667640e-02	1.64456453e-02	-8.22001849e+00	3.01305226e+00	-4.39907225e+00	6.78155846e-03	-1.38950248e-01	-1.47440400e-02
-4.44532321e+00	-1.67191697e+00	-8.17280522e+00	5.26776845e-02	-5.34670401e-02	1.53224849e-02	-8.25309925e+00	3.02112801e+00	-4.36231752e+00	2.37791079e-02	-1.01500326e-01	-1.63883227e-02
-4.44947188e+00	-1.67640317e+00	-8.17658023e+00	5.85766441e-02	-1.13468285e-01	1.42294882e-02	-8.23998831e+00	3.02076171e+00	-4.41663274e+00	4.28167321e-02	-5.82793421e-02	-9.46713300e-03
-4.54328490e+00	-1.63193607e+00	-8.19313032e+00	3.61268983e-02	-1.36909926e-01	3.20764285e-03	-8.12444821e+00	2.97439086e+00	-4.42312350e+00	4.55876525e-02	-1.67414075e-02	-2.71343560e-03
-4.56625699e+00	-1.65701935e+00	-8.14678064e+00	-1.90435174e-03	-1.22645794e-01	-4.01515479e-02	-8.08167929e+00	2.88856393e+00	-4.46583407e+00	3.97532118e-02	-3.64241074e-02	-3.50080820e-03
-4.54667845e+00	-1.75790596e+00	-8.10389321e+00	-7.95926445e-03	-6.81795314e-02	-5.59640615e-02	-8.13465854e+00	2.87212386e+00	-4.47092067e+00	2.49171490e-02	-1.17598105e-01	-1.57799906e-02
-4.51839070e+00	-1.81660018e+00	-8.11464152e+00	1.54485533e-02	-5.21661887e-02	-3.43402655e-02	-8.19988526e+00	2.92153768e+00	-4.44390314e+00	1.02321789e-02	-1.42401360e-01	-1.96263204e-02
-4.47439172e+00	-1.81460689e+00	-8.09237641e+00	3.30780195e-02	-6.62907867e-02	3.58932031e-03	-8.20473636e+00	2.99222452e+00	-4.41270348e+00	7.33038315e-03	-1.30076432e-01	-1.74584495e-02
-4.50484197e+00	-1.69193326e+00	-8.10738405e+00	4.10459476e-02	-1.09283749e-01	1.46594333e-02	-8.23381570e+00	2.99243730e+00	-4.38886612e+00	1.88658900e-03	-1.00455944e-01	-1.77847006e-02
-4.59322776e+00	-1.64092268e+00	-8.09789119e+00	5.80962123e-02	-1.25838240e-01	1.05348829e-02	-8.25038106e+00	2.98928759e+00	-4.37037059e+00	2.06326455e-03	-7.90746846e-02	-1.45157346e-02
-4.69186670e+00	-1.65853472e+00	-8.09147781e+00	6.50561293e-02	-1.11917020e-01	3.96823173e-03	-8.23221932e+00	2.96553940e+00	-4.32548620e+00	1.55506402e-02	-6.87169198e-02	-5.82551580e-03
